Cordonnées 				Energie	Flux de photons	Efficience YPF	UVA-BLEU :	BLEU élargi	BLEU strict	VERT	ROUGE CLAIR	ROUGE SOMBRE	RC/RS	PHI =	TETA =	ZETA =	RC	RS 
X	Y	Azimut	Elévation	300-1100 nm	400-700 nm	(yield photon flux)	350-500 nm	400-500 nm	445-455 nm	500-600 nm	600-700 nm	700-800 nm	600-700 /700-800 nm		(Sager et al. 1988)	655-665/725-735 nm	655-665 nm	725-735 nm
235	203	0	90	37.75	147.84	124.70	66.27	62.57	13.27	44.96	40.31	2.59	15.58	0.83	0.028	11.30	3.38	0.30
235	193	0	90	42.15	150.16	127.67	68.12	62.52	13.26	45.00	42.64	2.70	15.81	0.83	0.029	10.64	3.29	0.31
235	183	0	90	39.30	151.05	128.03	66.52	62.44	13.26	44.82	43.79	2.60	16.87	0.83	0.029	10.23	3.13	0.31
235	173	0	90	40.90	148.36	125.31	66.59	62.74	13.36	44.73	40.89	2.69	15.21	0.83	0.028	8.91	2.88	0.32
235	163	0	90	35.95	147.89	124.88	66.54	62.65	13.35	44.47	40.77	2.45	16.67	0.83	0.027	9.11	2.69	0.30
235	153	0	90	39.25	147.34	124.72	67.04	62.66	13.34	44.32	40.36	2.48	16.26	0.83	0.028	7.83	2.53	0.32
235	143	0	90	38.01	145.78	123.15	66.25	62.07	13.22	44.15	39.57	2.56	15.44	0.83	0.027	8.80	2.49	0.28
245	143	0	90	35.92	144.78	122.11	65.30	61.60	13.12	43.94	39.24	2.40	16.37	0.83	0.027	9.37	2.52	0.27
245	153	0	90	38.25	145.52	122.95	66.49	62.12	13.23	44.11	39.29	2.46	15.98	0.83	0.027	9.06	2.57	0.28
245	163	0	90	40.40	149.19	126.48	66.86	62.32	13.26	44.34	42.53	2.36	18.00	0.83	0.029	10.17	2.82	0.28
245	173	0	90	40.66	149.77	127.21	67.34	62.21	13.23	44.47	43.10	2.70	15.95	0.83	0.029	10.13	3.00	0.30
245	183	0	90	40.65	151.91	129.23	66.70	61.99	13.15	44.64	45.29	2.63	17.24	0.83	0.030	10.82	3.16	0.29
245	193	0	90	40.22	149.83	126.86	66.11	62.04	13.16	44.79	43.00	2.50	17.23	0.84	0.029	11.14	3.23	0.29
245	203	0	90	37.90	147.67	124.92	67.43	62.43	13.20	44.93	40.31	2.60	15.52	0.83	0.029	10.40	3.32	0.32
245	213	0	90	38.28	148.07	125.01	66.97	62.75	13.28	45.09	40.22	2.43	16.53	0.83	0.028	10.94	3.39	0.31
245	223	0	90	38.49	149.92	126.81	68.16	63.18	13.35	45.53	41.22	2.62	15.76	0.83	0.029	12.27	3.47	0.28
245	233	0	90	39.35	149.66	126.25	68.24	63.74	13.45	45.98	39.93	2.72	14.68	0.83	0.028	10.49	3.41	0.33
245	243	0	90	39.65	148.65	125.13	69.02	64.49	13.59	46.49	37.66	2.81	13.38	0.83	0.028	10.51	3.37	0.32
245	253	0	90	37.96	149.04	125.01	68.75	64.99	13.67	46.83	37.22	2.71	13.73	0.83	0.028	10.94	3.40	0.31
245	263	0	90	39.87	150.49	126.61	69.48	65.22	13.69	47.16	38.11	2.76	13.83	0.83	0.028	11.18	3.51	0.31
245	273	0	90	39.86	151.72	127.99	70.18	65.17	13.67	47.30	39.25	2.79	14.08	0.83	0.029	11.25	3.51	0.31
245	283	0	90	40.29	150.58	126.60	68.54	64.81	13.59	47.21	38.57	2.66	14.48	0.83	0.028	10.72	3.41	0.32
245	293	0	90	37.32	147.78	124.12	68.97	64.36	13.51	47.05	36.37	2.73	13.34	0.83	0.027	10.05	3.23	0.32
