Cordonnées 				Energie	Flux de photons	Efficience YPF	UVA-BLEU :	BLEU élargi	BLEU strict	VERT	ROUGE CLAIR	ROUGE SOMBRE	RC/RS	PHI =	TETA =	ZETA =	RC	RS 
X	Y	Azimut	Elévation	300-1100 nm	400-700 nm	(yield photon flux)	350-500 nm	400-500 nm	445-455 nm	500-600 nm	600-700 nm	700-800 nm	600-700 /700-800 nm		(Sager et al. 1988)	655-665/725-735 nm	655-665 nm	725-735 nm
65	253	0	90	39.08	156.45	131.99	68.18	65.06	14.37	48.17	43.21	2.54	17.04	0.83	0.030	12.24	3.66	0.30
65	263	0	90	37.20	156.44	131.99	69.32	65.30	14.43	48.42	42.72	2.57	16.65	0.83	0.029	11.90	3.68	0.31
65	273	0	90	42.72	155.89	131.88	70.94	65.37	14.44	48.70	41.82	2.64	15.81	0.83	0.030	11.59	3.69	0.32
65	283	0	90	38.38	155.24	130.75	69.09	65.23	14.41	48.95	41.06	2.89	14.22	0.83	0.029	10.85	3.70	0.34
65	293	0	90	42.60	155.53	131.22	68.73	65.03	14.36	49.07	41.43	2.76	14.99	0.83	0.030	12.15	3.72	0.31
65	303	0	90	40.66	155.65	131.45	69.78	65.11	14.37	49.28	41.26	2.87	14.35	0.83	0.029	10.74	3.68	0.34
65	313	0	90	41.67	157.20	133.13	70.13	65.21	14.41	49.38	42.60	2.85	14.94	0.83	0.030	10.74	3.70	0.34
65	323	0	90	43.63	158.31	134.32	70.05	65.10	14.37	49.48	43.73	2.91	15.02	0.83	0.031	11.35	3.72	0.33
65	333	0	90	40.86	158.97	135.19	70.30	64.89	14.34	49.41	44.66	2.88	15.51	0.83	0.031	10.69	3.72	0.35
65	343	0	90	38.76	158.83	134.33	67.85	64.45	14.25	49.31	45.07	2.80	16.08	0.84	0.030	12.26	3.74	0.31
65	353	0	90	42.06	156.83	133.34	69.53	64.04	14.16	49.17	43.62	2.75	15.84	0.83	0.031	12.28	3.54	0.29
65	363	0	90	39.09	155.29	131.38	67.27	63.57	14.06	48.96	42.76	2.75	15.52	0.83	0.030	10.32	3.37	0.33
65	373	0	90	42.25	154.30	130.88	67.92	63.35	14.01	48.86	42.08	3.00	14.03	0.83	0.030	10.25	3.19	0.31
65	383	0	90	41.01	153.11	129.61	67.65	63.19	13.99	48.69	41.22	2.76	14.92	0.83	0.028	9.39	2.98	0.32
65	393	0	90	42.16	152.85	129.51	67.54	63.11	13.97	48.44	41.30	2.95	14.01	0.83	0.029	8.43	2.89	0.34
65	403	0	90	41.01	152.86	129.97	68.11	62.69	13.88	48.14	42.03	2.94	14.32	0.83	0.030	8.81	2.82	0.32
65	413	0	90	41.30	152.43	129.76	67.85	62.36	13.79	47.86	42.21	2.99	14.10	0.83	0.030	7.94	2.85	0.36
65	423	0	90	38.65	151.78	129.12	66.72	61.80	13.67	47.51	42.47	2.86	14.87	0.83	0.029	8.40	2.85	0.34
75	423	0	90	42.46	151.83	129.23	66.50	62.02	13.72	47.75	42.05	2.95	14.26	0.83	0.030	8.11	2.83	0.35
75	413	0	90	40.37	152.85	129.80	66.87	62.33	13.79	47.99	42.52	2.79	15.26	0.83	0.029	7.75	2.89	0.37
75	403	0	90	41.55	153.13	130.08	67.82	62.75	13.89	48.33	42.06	2.92	14.39	0.83	0.029	8.61	2.86	0.33
75	393	0	90	39.60	152.72	129.04	66.62	63.08	13.93	48.57	41.07	2.80	14.67	0.83	0.028	8.58	2.85	0.33
75	383	0	90	40.79	154.04	130.24	66.72	63.33	13.98	48.90	41.80	2.72	15.36	0.83	0.029	9.67	3.00	0.31
75	373	0	90	42.30	154.24	130.69	67.86	63.54	14.03	49.00	41.70	3.00	13.89	0.83	0.029	9.40	3.16	0.34
75	363	0	90	41.52	155.02	131.31	68.54	63.94	14.10	49.18	41.90	2.99	14.01	0.83	0.030	9.44	3.36	0.36
75	353	0	90	40.15	156.24	132.30	68.85	64.26	14.16	49.25	42.74	2.80	15.28	0.83	0.030	10.65	3.51	0.33
75	343	0	90	40.65	158.71	134.46	69.01	64.78	14.26	49.37	44.56	2.92	15.23	0.83	0.030	11.43	3.65	0.32
75	333	0	90	43.57	159.08	135.22	71.38	65.15	14.34	49.56	44.36	2.92	15.17	0.83	0.031	11.89	3.72	0.31
75	323	0	90	43.57	159.09	134.76	69.40	65.40	14.37	49.65	44.05	3.05	14.43	0.83	0.031	10.05	3.75	0.37
75	313	0	90	43.77	157.89	133.72	70.29	65.56	14.40	49.55	42.78	2.84	15.04	0.83	0.031	10.84	3.75	0.35
75	303	0	90	40.85	156.22	132.11	70.53	65.40	14.35	49.35	41.47	2.88	14.41	0.83	0.030	11.68	3.74	0.32
