Cordonnées 				Energie	Flux de photons	Efficience YPF	UVA-BLEU :	BLEU élargi	BLEU strict	VERT	ROUGE CLAIR	ROUGE SOMBRE	RC/RS	PHI =	TETA =	ZETA =	RC	RS 
54	289	0	90	51.65	201.69	171.09	87.64	81.97	19.16	64.28	55.44	3.72	14.88	0.83	0.039	10.73	4.65	0.43
54	299	0	90	50.81	197.42	167.09	87.27	81.34	19.02	64.29	51.79	3.49	14.82	0.83	0.037	11.65	4.34	0.37
54	309	0	90	54.67	197.64	167.94	86.76	80.31	18.76	64.23	53.10	3.55	14.94	0.83	0.038	11.09	4.45	0.40
54	319	0	90	47.60	197.99	167.82	83.01	78.95	18.50	63.65	55.39	3.59	15.44	0.83	0.038	11.98	4.81	0.40
54	329	0	90	51.76	193.42	164.64	83.98	77.50	18.17	62.77	53.15	3.49	15.24	0.83	0.038	12.45	4.60	0.37
54	339	0	90	52.67	190.55	162.13	82.03	76.09	17.91	61.84	52.62	3.41	15.42	0.83	0.037	11.62	4.39	0.38
54	349	0	90	53.02	187.22	159.31	79.65	74.28	17.49	61.21	51.72	3.50	14.76	0.83	0.037	11.19	4.31	0.39
54	359	0	90	48.94	183.25	155.69	78.54	73.14	17.24	60.78	49.33	3.28	15.03	0.83	0.035	11.08	4.30	0.39
54	369	0	90	50.97	184.79	157.70	79.84	73.06	17.23	60.84	50.88	3.74	13.59	0.83	0.036	10.01	4.21	0.42
54	379	0	90	46.14	185.92	158.41	77.53	72.48	17.12	60.49	52.94	3.43	15.42	0.83	0.035	9.88	3.91	0.40
54	389	0	90	48.79	183.58	156.87	77.63	71.57	16.86	59.75	52.26	3.42	15.29	0.83	0.036	9.21	3.63	0.39
54	399	0	90	44.59	180.44	153.42	75.22	70.86	16.72	58.84	50.74	3.34	15.19	0.83	0.034	9.31	3.48	0.37
54	409	0	90	42.83	176.73	150.45	75.41	70.20	16.57	58.09	48.44	3.38	14.35	0.83	0.033	8.34	3.19	0.38
54	419	0	90	44.91	174.91	149.06	74.23	68.99	16.24	57.49	48.43	3.30	14.66	0.83	0.032	6.90	2.78	0.40
54	429	0	90	45.35	173.77	148.13	73.30	68.63	16.13	57.07	48.07	3.43	13.99	0.83	0.032	5.99	2.61	0.44
64	429	0	90	44.77	170.26	145.23	71.81	66.95	15.75	55.99	47.32	3.29	14.40	0.83	0.032	6.74	2.59	0.38
64	419	0	90	42.39	170.82	145.74	72.40	67.40	15.84	56.18	47.25	3.24	14.60	0.83	0.032	7.08	2.79	0.39
64	409	0	90	46.88	170.86	145.37	72.21	67.49	15.86	56.60	46.77	3.28	14.26	0.83	0.032	8.50	3.23	0.38
64	399	0	90	43.25	176.06	150.45	73.72	68.43	16.09	57.57	50.05	3.38	14.80	0.83	0.034	8.49	3.44	0.40
64	389	0	90	46.28	179.94	153.55	73.94	69.34	16.30	58.34	52.26	3.36	15.54	0.83	0.035	10.02	3.54	0.35
64	379	0	90	46.82	180.69	154.32	76.34	70.15	16.47	58.84	51.70	3.36	15.37	0.83	0.035	9.76	3.89	0.40
64	369	0	90	45.89	178.30	151.73	75.57	70.07	16.42	59.01	49.22	3.41	14.42	0.83	0.034	10.86	4.10	0.38
64	359	0	90	46.25	178.65	151.74	74.21	69.89	16.35	59.01	49.75	3.38	14.71	0.83	0.034	10.23	4.15	0.41
64	349	0	90	43.61	180.50	153.42	76.47	71.23	16.64	59.30	49.97	3.26	15.33	0.83	0.034	11.97	4.10	0.34
64	339	0	90	51.12	182.60	155.44	78.29	72.56	16.89	60.06	49.98	3.53	14.15	0.83	0.036	9.94	4.17	0.42
64	329	0	90	50.84	185.41	157.59	79.77	74.19	17.22	60.94	50.28	3.47	14.50	0.83	0.036	10.67	4.36	0.41
64	319	0	90	49.57	192.52	163.91	81.61	75.95	17.57	61.74	54.84	3.54	15.47	0.83	0.037	10.98	4.63	0.42
64	309	0	90	48.73	191.58	162.60	83.09	77.43	17.88	61.97	52.17	3.37	15.47	0.83	0.037	10.67	4.33	0.41
64	299	0	90	49.30	192.33	163.08	82.63	77.52	17.85	62.18	52.63	3.25	16.21	0.83	0.037	10.42	4.29	0.41
64	289	0	90	51.29	195.54	166.26	82.64	77.42	17.79	61.93	56.19	3.34	16.84	0.84	0.038	11.24	4.46	0.40
64	279	0	90	53.11	194.04	165.25	82.86	76.94	17.66	61.15	55.94	3.49	16.03	0.83	0.038	11.60	4.50	0.39
64	269	0	90	50.79	191.34	162.63	81.06	76.11	17.48	60.00	55.23	3.44	16.07	0.84	0.037	10.67	4.40	0.41
64	259	0	90	52.46	189.34	161.18	80.51	75.10	17.21	59.34	54.89	3.32	16.53	0.83	0.037	10.52	4.23	0.40
64	249	0	90	47.57	183.81	155.90	77.72	73.36	16.82	58.42	52.03	3.04	17.12	0.84	0.035	11.73	4.19	0.36
64	239	0	90	45.66	175.44	148.62	77.64	72.37	16.60	57.31	45.76	3.24	14.12	0.83	0.033	9.97	3.73	0.37
64	229	0	90	44.38	176.29	149.24	77.05	72.58	16.65	56.93	46.78	3.23	14.49	0.83	0.033	9.70	3.56	0.37
64	219	0	90	44.50	179.91	153.16	78.46	72.55	16.69	56.48	50.88	3.34	15.23	0.83	0.035	9.10	3.69	0.41
64	209	0	90	42.85	174.80	148.01	76.08	71.59	16.50	55.41	47.80	2.70	17.68	0.83	0.032	10.09	3.49	0.35
64	199	0	90	41.76	172.27	145.77	75.70	71.33	16.46	55.09	45.84	3.00	15.30	0.83	0.032	9.49	3.24	0.34
64	189	0	90	46.63	172.98	146.83	76.82	71.50	16.49	55.27	46.21	2.96	15.61	0.83	0.033	9.02	3.10	0.34
64	179	0	90	43.53	172.99	146.56	76.43	71.58	16.53	55.36	46.06	2.89	15.92	0.83	0.032	8.68	2.91	0.34
64	169	0	90	40.89	172.39	145.80	76.38	71.70	16.59	55.08	45.61	2.78	16.40	0.83	0.031	8.46	2.79	0.33
64	159	0	90	44.71	169.80	143.89	76.51	71.20	16.49	54.64	43.96	3.13	14.06	0.83	0.031	7.09	2.60	0.37
64	149	0	90	47.38	171.59	146.11	75.06	69.63	16.10	54.21	47.75	3.06	15.62	0.83	0.032	7.32	2.60	0.36
74	149	0	90	47.10	165.96	140.86	72.75	68.08	15.72	53.25	44.62	3.00	14.89	0.83	0.031	7.41	2.51	0.34
74	159	0	90	44.72	167.08	141.89	75.37	69.44	16.05	53.85	43.79	2.87	15.24	0.83	0.031	7.50	2.60	0.35
74	169	0	90	44.17	170.33	144.12	74.40	70.26	16.23	54.34	45.73	2.94	15.57	0.83	0.032	8.62	2.82	0.33
74	179	0	90	43.79	171.52	145.61	75.16	70.28	16.21	54.40	46.84	2.79	16.79	0.83	0.032	8.85	2.97	0.34
74	189	0	90	41.54	170.20	144.04	74.80	70.14	16.14	54.27	45.79	2.96	15.49	0.83	0.031	9.18	3.03	0.33
74	199	0	90	42.95	170.34	144.28	74.33	69.80	16.04	54.14	46.39	2.94	15.77	0.83	0.031	9.86	3.20	0.32
74	209	0	90	44.14	171.60	145.72	74.92	69.46	15.92	54.40	47.74	2.94	16.22	0.83	0.032	11.47	3.34	0.29
74	219	0	90	44.73	173.00	146.96	74.45	69.55	15.88	54.93	48.52	3.07	15.80	0.83	0.032	9.36	3.45	0.37
74	229	0	90	45.06	171.22	144.84	73.66	69.62	15.87	55.33	46.27	3.20	14.47	0.83	0.033	10.04	3.51	0.35
74	239	0	90	43.09	171.53	145.45	75.30	69.83	15.86	55.99	45.71	3.15	14.53	0.83	0.032	11.22	3.62	0.32
74	249	0	90	44.22	177.63	151.07	75.61	70.52	15.99	56.89	50.21	3.04	16.54	0.83	0.034	10.89	3.98	0.37
74	259	0	90	49.94	182.33	155.12	77.25	71.95	16.29	57.71	52.67	3.22	16.34	0.84	0.035	10.76	4.18	0.39
74	269	0	90	49.89	183.36	156.32	78.89	72.73	16.43	58.40	52.24	3.54	14.75	0.83	0.036	10.93	4.22	0.39
74	279	0	90	45.40	183.68	155.70	78.70	73.79	16.73	59.15	50.74	3.21	15.82	0.83	0.035	10.93	4.10	0.37
74	289	0	90	46.18	186.35	158.07	79.36	74.41	16.88	59.93	52.02	3.31	15.72	0.84	0.035	11.40	4.16	0.37
74	299	0	90	50.59	188.42	160.13	80.23	75.04	17.05	60.26	53.11	3.51	15.14	0.83	0.036	10.65	4.26	0.40
74	309	0	90	47.54	186.29	158.14	79.75	74.51	16.96	60.11	51.67	3.44	15.00	0.83	0.036	10.55	4.26	0.40
74	319	0	90	47.36	182.53	155.36	78.84	72.95	16.61	59.53	50.06	3.53	14.19	0.83	0.036	10.02	4.27	0.43
74	329	0	90	43.75	174.83	147.79	75.28	71.09	16.24	58.44	45.30	3.28	13.80	0.83	0.032	9.93	3.99	0.40
74	339	0	90	44.28	172.13	145.96	75.48	69.79	15.97	57.83	44.51	3.29	13.54	0.83	0.033	10.26	3.93	0.38
74	349	0	90	40.97	172.39	145.88	72.93	68.96	15.82	57.44	45.99	3.30	13.92	0.83	0.032	10.64	3.90	0.37
74	359	0	90	47.11	171.67	145.81	71.95	67.60	15.55	57.04	47.03	3.36	13.99	0.83	0.033	9.60	3.95	0.41
74	369	0	90	45.73	172.12	146.46	72.34	67.40	15.51	56.82	47.90	3.30	14.53	0.83	0.033	9.65	3.99	0.41
74	379	0	90	41.83	174.47	148.64	71.73	67.48	15.57	56.60	50.39	3.34	15.09	0.83	0.034	10.25	3.77	0.37
74	389	0	90	45.32	172.57	146.84	70.31	66.95	15.46	55.94	49.68	3.10	16.00	0.83	0.033	9.01	3.56	0.39
74	399	0	90	45.02	169.99	145.23	72.61	66.55	15.33	55.41	48.03	3.20	15.00	0.83	0.033	9.37	3.35	0.36
74	409	0	90	41.70	168.99	143.93	70.49	66.09	15.20	54.89	48.01	3.30	14.54	0.83	0.032	8.23	3.23	0.39
74	419	0	90	37.98	165.32	140.47	69.15	65.18	14.97	54.27	45.87	2.94	15.59	0.83	0.030	8.31	2.79	0.34
74	429	0	90	44.00	164.14	139.86	69.86	64.84	14.87	53.85	45.45	3.04	14.95	0.83	0.030	7.37	2.64	0.36
84	429	0	90	41.98	163.89	139.67	68.34	63.96	14.66	53.48	46.45	2.94	15.78	0.83	0.030	7.76	2.70	0.35
84	419	0	90	42.17	166.63	142.40	69.61	64.54	14.79	53.90	48.20	3.20	15.08	0.83	0.032	7.97	2.90	0.36
84	409	0	90	41.47	168.98	144.37	70.33	65.15	14.96	54.47	49.36	3.02	16.33	0.84	0.032	8.46	3.21	0.38
84	399	0	90	42.20	170.33	145.50	71.10	66.08	15.21	55.03	49.21	3.36	14.65	0.83	0.033	9.01	3.38	0.38
84	389	0	90	45.60	169.04	144.16	70.65	65.83	15.12	55.27	47.94	3.35	14.32	0.83	0.033	9.65	3.49	0.36
84	379	0	90	40.73	168.66	143.06	69.92	66.05	15.17	55.55	47.06	3.10	15.20	0.83	0.032	10.11	3.66	0.36
84	369	0	90	43.92	171.51	146.14	71.40	66.46	15.22	55.95	49.09	3.40	14.45	0.83	0.033	10.19	3.89	0.38
84	359	0	90	43.72	170.25	144.56	71.05	66.90	15.31	56.00	47.35	3.31	14.31	0.83	0.032	10.03	3.92	0.39
84	349	0	90	46.30	169.07	143.82	72.48	67.22	15.31	56.38	45.48	3.21	14.16	0.83	0.033	11.20	3.95	0.35
84	339	0	90	40.62	166.81	140.58	70.47	67.54	15.35	56.50	42.77	3.01	14.19	0.83	0.030	10.34	3.80	0.37
84	329	0	90	42.52	170.08	143.62	72.59	69.08	15.65	56.96	44.05	3.23	13.65	0.83	0.031	9.96	3.80	0.38
84	319	0	90	44.53	175.98	149.11	74.90	70.61	15.93	57.83	47.54	3.25	14.62	0.83	0.034	10.53	3.95	0.38
84	309	0	90	49.67	181.81	154.92	78.41	72.12	16.24	58.67	51.01	3.34	15.28	0.83	0.036	10.80	4.25	0.39
84	299	0	90	48.45	184.73	157.31	79.04	73.16	16.43	59.01	52.55	3.41	15.43	0.83	0.037	11.53	4.35	0.38
84	289	0	90	46.80	181.72	153.58	76.40	73.07	16.40	58.70	49.95	3.24	15.40	0.83	0.034	11.41	4.19	0.37
84	279	0	90	45.37	178.53	151.29	77.13	72.28	16.18	57.85	48.40	3.40	14.25	0.83	0.034	10.65	4.16	0.39
84	269	0	90	46.12	175.49	149.01	76.01	70.74	15.81	56.98	47.77	3.07	15.58	0.83	0.034	11.04	4.00	0.36
84	259	0	90	48.13	177.46	151.17	74.64	69.67	15.56	56.27	51.52	3.31	15.57	0.83	0.035	11.08	4.04	0.36
84	249	0	90	45.62	173.15	147.14	73.47	68.41	15.29	55.31	49.43	3.09	15.98	0.84	0.033	11.14	3.93	0.35
84	239	0	90	44.55	168.68	143.01	71.15	67.23	15.03	54.27	47.19	3.10	15.23	0.83	0.032	10.24	3.73	0.36
84	229	0	90	44.96	166.15	141.32	72.51	66.81	14.96	53.72	45.62	2.91	15.70	0.83	0.032	10.12	3.43	0.34
84	219	0	90	41.92	166.17	141.07	71.17	66.67	14.98	53.36	46.14	2.89	15.95	0.83	0.031	9.86	3.25	0.33
84	209	0	90	44.52	168.85	143.75	72.49	67.44	15.20	53.01	48.41	3.07	15.75	0.83	0.032	8.92	3.29	0.37
84	199	0	90	43.58	167.37	142.44	74.80	68.45	15.48	52.80	46.12	3.22	14.35	0.83	0.032	9.32	3.29	0.35
84	189	0	90	44.15	166.93	141.63	73.22	68.40	15.47	52.86	45.68	2.75	16.61	0.83	0.032	8.95	3.18	0.36
84	179	0	90	40.35	167.63	141.73	71.97	68.60	15.56	53.03	46.01	2.86	16.08	0.83	0.030	9.30	3.02	0.33
84	169	0	90	45.46	166.11	141.14	75.03	68.75	15.59	52.90	44.46	2.93	15.17	0.83	0.031	9.00	2.86	0.32
84	159	0	90	47.08	165.74	140.53	72.34	67.84	15.38	52.41	45.49	2.76	16.49	0.83	0.031	8.26	2.76	0.33
84	149	0	90	42.15	164.33	139.34	71.55	67.08	15.18	51.88	45.37	2.96	15.35	0.83	0.031	7.90	2.68	0.34
94	149	0	90	45.18	169.76	144.92	72.80	67.35	15.25	51.94	50.47	2.85	17.71	0.84	0.033	8.21	2.94	0.36
94	159	0	90	43.82	169.33	144.80	73.39	67.33	15.26	52.19	49.81	2.91	17.13	0.84	0.033	8.72	2.96	0.34
94	169	0	90	40.17	166.90	141.59	71.80	67.52	15.31	52.49	46.90	2.79	16.83	0.83	0.031	8.75	2.96	0.34
94	179	0	90	44.04	168.60	143.21	72.23	68.09	15.40	52.77	47.74	3.06	15.62	0.83	0.032	9.33	3.13	0.34
94	189	0	90	44.61	168.96	143.68	72.68	67.91	15.34	52.83	48.22	2.98	16.16	0.83	0.033	9.53	3.34	0.35
94	199	0	90	42.18	169.50	144.12	71.78	67.50	15.22	52.93	49.07	2.88	17.01	0.84	0.032	10.59	3.42	0.32
94	209	0	90	41.36	166.98	142.30	72.27	66.68	14.97	52.88	47.42	2.90	16.34	0.83	0.032	10.09	3.44	0.34
94	219	0	90	43.07	164.74	139.64	70.16	66.28	14.81	53.12	45.34	3.01	15.05	0.83	0.032	9.57	3.45	0.36
94	229	0	90	41.64	164.50	139.29	70.45	66.21	14.77	53.31	44.97	2.94	15.31	0.83	0.031	9.29	3.49	0.38
94	239	0	90	42.38	167.54	141.93	69.64	66.23	14.74	53.85	47.46	2.83	16.78	0.84	0.032	10.95	3.67	0.34
94	249	0	90	47.08	172.03	146.85	73.05	67.43	14.93	54.90	49.70	3.51	14.15	0.83	0.035	10.19	4.00	0.39
94	259	0	90	40.99	176.86	150.10	71.86	68.80	15.26	55.70	52.36	3.04	17.22	0.84	0.034	11.36	4.17	0.37
94	269	0	90	47.26	177.04	150.41	74.38	70.06	15.50	56.59	50.39	3.35	15.03	0.83	0.035	11.43	4.17	0.36
94	279	0	90	42.84	180.41	152.83	75.63	71.64	15.92	57.43	51.35	2.93	17.50	0.84	0.034	11.94	4.27	0.36
94	289	0	90	42.02	181.70	154.23	77.85	72.50	16.11	58.07	51.14	3.29	15.53	0.84	0.035	11.50	4.29	0.37
94	299	0	90	46.14	178.01	150.68	76.78	72.05	16.02	57.87	48.09	3.47	13.84	0.83	0.033	10.18	4.07	0.40
94	309	0	90	47.81	176.37	149.68	75.55	70.49	15.71	57.37	48.52	3.35	14.46	0.83	0.033	11.35	4.07	0.36
94	319	0	90	43.53	172.94	146.95	74.38	68.87	15.37	56.44	47.63	3.14	15.16	0.83	0.033	10.85	4.03	0.37
94	329	0	90	42.74	170.33	144.57	73.00	67.87	15.19	55.87	46.60	3.23	14.45	0.83	0.032	10.37	3.98	0.38
94	339	0	90	43.68	166.04	141.11	72.02	66.58	14.93	55.37	44.09	3.28	13.44	0.83	0.032	10.43	3.80	0.36
94	349	0	90	44.61	164.78	140.07	71.49	65.80	14.80	55.04	43.94	3.43	12.82	0.83	0.032	9.55	3.76	0.39
94	359	0	90	43.63	167.01	142.14	71.15	66.07	14.92	54.83	46.11	3.17	14.52	0.83	0.032	10.70	3.84	0.36
94	369	0	90	40.57	169.07	143.91	69.97	65.82	14.88	54.80	48.44	3.18	15.22	0.83	0.033	9.82	3.83	0.39
94	379	0	90	43.37	168.07	143.12	70.21	65.43	14.81	54.51	48.13	3.28	14.68	0.83	0.033	9.97	3.63	0.36
94	389	0	90	38.97	171.55	146.42	70.74	65.93	14.95	54.54	51.09	2.97	17.21	0.84	0.033	10.16	3.66	0.36
94	399	0	90	45.64	172.07	147.27	71.85	66.03	14.96	54.41	51.64	3.30	15.66	0.83	0.034	9.85	3.48	0.35
94	409	0	90	46.04	170.08	145.90	71.47	65.29	14.77	54.01	50.77	3.26	15.56	0.83	0.034	8.65	3.14	0.36
94	419	0	90	41.01	166.14	142.01	68.97	64.15	14.48	53.27	48.72	2.98	16.35	0.84	0.032	8.79	2.86	0.33
94	429	0	90	45.29	162.15	138.29	68.56	63.66	14.33	52.77	45.72	3.12	14.66	0.83	0.031	7.62	2.64	0.35
104	429	0	90	38.80	167.75	142.94	68.71	65.03	14.63	53.50	49.22	3.07	16.03	0.84	0.031	7.89	2.75	0.35
104	419	0	90	37.69	171.04	145.67	69.68	66.03	14.92	53.97	51.05	2.85	17.92	0.84	0.031	8.91	2.85	0.32
104	409	0	90	41.61	172.16	147.02	70.70	66.33	15.01	54.44	51.39	3.21	16.01	0.84	0.033	8.18	3.10	0.38
104	399	0	90	44.63	171.19	145.91	71.50	66.83	15.12	54.61	49.75	3.05	16.29	0.83	0.033	8.76	3.29	0.38
104	389	0	90	42.92	170.81	145.26	70.73	66.56	15.04	54.75	49.50	3.10	15.94	0.84	0.033	10.03	3.54	0.35
104	379	0	90	39.89	169.94	144.21	69.70	66.13	14.95	54.87	48.93	3.14	15.61	0.84	0.032	10.60	3.73	0.35
104	369	0	90	44.49	168.67	143.53	70.45	65.83	14.83	54.92	47.92	3.19	15.02	0.83	0.033	10.25	3.88	0.38
104	359	0	90	41.74	166.91	141.48	68.85	65.75	14.76	54.83	46.33	3.01	15.40	0.83	0.032	10.34	3.95	0.38
104	349	0	90	44.10	166.35	141.50	71.71	66.23	14.84	54.78	45.33	3.18	14.27	0.83	0.033	10.89	3.92	0.36
104	339	0	90	45.19	167.93	142.78	72.45	67.11	14.99	55.05	45.77	3.25	14.07	0.83	0.032	10.05	3.91	0.39
104	329	0	90	45.18	170.82	144.76	72.33	68.18	15.18	55.71	46.93	3.24	14.46	0.83	0.033	10.49	4.02	0.38
104	319	0	90	45.33	172.00	145.77	73.85	69.45	15.42	56.29	46.26	3.36	13.76	0.83	0.034	11.03	4.09	0.37
104	309	0	90	45.40	174.45	147.97	75.23	70.37	15.57	57.05	47.02	3.29	14.29	0.83	0.034	11.93	4.14	0.35
104	299	0	90	45.86	176.40	149.28	76.35	71.89	15.88	57.65	46.86	3.40	13.80	0.83	0.034	10.49	4.10	0.39
104	289	0	90	49.02	179.71	152.68	78.66	72.84	16.06	57.90	48.97	3.54	13.85	0.83	0.036	10.46	4.19	0.40
104	279	0	90	47.09	178.27	150.98	76.05	71.81	15.80	57.47	48.99	3.39	14.47	0.83	0.035	11.15	4.24	0.38
104	269	0	90	50.66	177.92	151.01	75.34	70.53	15.48	56.64	50.75	3.29	15.44	0.83	0.035	11.87	4.33	0.36
104	259	0	90	42.57	174.34	148.10	73.92	69.01	15.13	55.65	49.68	3.19	15.57	0.84	0.034	11.36	4.15	0.36
104	249	0	90	43.54	171.98	146.35	72.33	67.55	14.85	54.61	49.83	3.02	16.51	0.84	0.033	10.27	4.00	0.39
104	239	0	90	45.36	169.18	144.00	71.62	66.89	14.73	53.67	48.63	3.24	15.02	0.83	0.033	9.87	3.92	0.40
104	229	0	90	41.71	166.13	140.48	70.12	66.68	14.75	53.07	46.38	2.78	16.71	0.84	0.031	11.96	3.77	0.32
104	219	0	90	42.65	164.60	139.39	71.67	66.93	14.83	52.88	44.79	2.92	15.36	0.83	0.031	10.31	3.57	0.35
104	209	0	90	46.19	167.10	142.46	73.39	67.11	14.91	52.89	47.10	3.26	14.43	0.83	0.033	10.24	3.64	0.36
104	199	0	90	43.87	169.88	144.83	73.98	67.97	15.16	52.86	49.05	2.85	17.20	0.83	0.033	10.73	3.58	0.33
104	189	0	90	39.05	169.45	143.28	71.71	68.33	15.27	52.45	48.66	2.69	18.08	0.83	0.032	10.70	3.46	0.32
104	179	0	90	40.59	168.04	142.35	71.74	67.91	15.19	52.25	47.88	2.84	16.83	0.83	0.031	9.91	3.19	0.32
104	169	0	90	39.49	166.75	141.09	71.23	67.70	15.16	51.92	47.13	2.86	16.47	0.84	0.030	8.78	3.07	0.35
104	159	0	90	43.52	166.34	141.36	73.12	68.05	15.23	51.62	46.67	2.78	16.78	0.83	0.032	8.75	2.93	0.33
104	149	0	90	39.35	165.95	140.35	70.82	67.75	15.16	51.06	47.14	2.79	16.93	0.84	0.030	8.77	2.79	0.32
114	149	0	90	38.80	166.63	141.33	73.23	68.64	15.34	51.69	46.30	2.67	17.35	0.83	0.031	8.47	2.79	0.33
114	159	0	90	42.32	166.31	140.88	73.90	68.88	15.41	51.96	45.48	2.80	16.21	0.83	0.031	8.08	2.85	0.35
114	169	0	90	40.44	167.45	141.47	72.07	68.87	15.41	52.24	46.34	2.74	16.93	0.83	0.031	9.29	2.94	0.32
114	179	0	90	40.80	165.05	139.59	73.36	68.80	15.36	52.56	43.69	3.07	14.25	0.83	0.030	9.02	3.09	0.34
114	189	0	90	41.89	169.10	143.53	74.52	69.31	15.45	52.98	46.80	2.91	16.10	0.83	0.032	9.91	3.40	0.34
114	199	0	90	45.66	171.92	146.25	74.23	69.09	15.38	53.39	49.45	3.14	15.77	0.83	0.034	9.68	3.75	0.39
114	209	0	90	41.44	168.82	142.80	72.45	68.49	15.20	53.30	47.03	2.88	16.35	0.83	0.032	11.25	3.78	0.34
114	219	0	90	38.54	168.16	142.51	72.48	68.18	15.08	53.36	46.63	2.82	16.51	0.84	0.031	11.20	3.73	0.33
114	229	0	90	48.68	171.02	145.59	74.41	68.48	15.06	54.00	48.54	3.18	15.25	0.83	0.035	10.71	3.97	0.37
114	239	0	90	45.07	174.16	148.47	74.58	68.79	15.11	54.51	50.86	3.25	15.66	0.84	0.034	10.43	4.12	0.39
114	249	0	90	49.93	177.07	150.67	75.10	69.84	15.30	55.57	51.66	3.48	14.84	0.83	0.035	11.95	4.35	0.36
114	259	0	90	43.45	176.80	150.09	76.98	71.41	15.62	56.45	48.94	3.26	15.01	0.83	0.034	11.99	4.41	0.37
114	269	0	90	47.15	179.80	152.65	78.47	72.72	15.89	57.50	49.58	3.38	14.66	0.83	0.035	11.30	4.56	0.40
114	279	0	90	47.58	181.26	153.67	78.10	73.22	16.01	58.12	49.92	3.56	14.04	0.83	0.036	11.23	4.58	0.41
114	289	0	90	44.37	179.52	152.10	78.40	73.10	16.00	58.10	48.32	3.32	14.56	0.83	0.034	10.74	4.44	0.41
114	299	0	90	48.96	177.69	150.48	77.74	72.51	15.90	57.95	47.23	3.39	13.94	0.83	0.034	11.69	4.38	0.37
114	309	0	90	45.10	176.69	149.58	76.71	71.75	15.77	57.23	47.71	3.47	13.76	0.83	0.034	10.27	4.31	0.42
114	319	0	90	42.62	174.23	147.48	74.68	70.32	15.52	56.33	47.57	3.31	14.39	0.83	0.033	10.99	4.29	0.39
114	329	0	90	40.88	170.29	143.91	72.81	68.85	15.22	55.77	45.67	3.25	14.04	0.83	0.032	10.85	3.98	0.37
114	339	0	90	40.89	167.76	142.20	72.77	67.54	14.96	55.09	45.12	3.00	15.05	0.83	0.031	10.72	3.92	0.37
114	349	0	90	42.35	167.03	141.77	71.65	66.79	14.85	54.70	45.54	3.18	14.33	0.83	0.032	10.55	3.98	0.38
114	359	0	90	43.09	169.72	144.34	71.31	66.62	14.84	54.77	48.32	3.08	15.70	0.83	0.033	11.43	4.05	0.35
114	369	0	90	47.21	171.73	146.46	72.31	67.07	14.96	55.05	49.61	3.51	14.13	0.83	0.034	10.53	4.05	0.38
114	379	0	90	41.67	171.74	146.57	73.27	67.42	15.07	54.96	49.35	3.26	15.15	0.83	0.034	9.74	3.84	0.39
114	389	0	90	45.20	169.93	144.86	73.23	67.37	15.05	54.84	47.72	3.33	14.35	0.83	0.033	8.45	3.44	0.41
114	399	0	90	42.51	169.20	143.79	71.27	67.01	14.99	54.43	47.76	3.09	15.45	0.83	0.032	9.08	3.22	0.35
