X	Y	Azimut	Elevation	Energie	Flux de photons	Efficience YPF	UVA-BLEU :	BLEU élargi	BLEU strict	VERT	ROUGE CLAIR	ROUGE SOMBRE	RC/RS	PHI =	TETA =	ZETA =	RC	RS 
X	Y	Azimut	Elévation	300-1100 nm	400-700 nm	(yield photon flux)	350-500 nm	400-500 nm	445-455 nm	500-600 nm	600-700 nm	700-800 nm	600-700 /700-800 nm		(Sager et al. 1988)	655-665/725-735 nm	655-665 nm	725-735 nm
102	410	0	90	40.27	154.14	130.56	67.50	63.08	13.73	49.98	41.07	3.07	13.36	0.83	0.030	10.01	3.70	0.37
102	400	0	90	40.42	156.51	132.27	66.64	63.40	13.72	50.55	42.56	2.95	14.45	0.83	0.030	10.65	3.68	0.35
102	390	0	90	40.59	148.74	125.50	68.12	62.72	13.51	50.59	35.42	3.19	11.10	0.82	0.028	9.21	3.15	0.34
102	380	0	90	38.40	144.26	121.53	65.64	61.11	13.10	50.08	33.07	3.02	10.97	0.82	0.027	7.92	2.93	0.37
102	370	0	90	35.80	142.79	120.27	61.21	58.20	12.38	48.74	35.86	2.81	12.74	0.83	0.027	9.68	3.30	0.34
102	360	0	90	38.68	146.54	124.62	62.28	57.77	12.23	47.93	40.83	2.94	13.88	0.83	0.029	11.65	3.89	0.33
102	350	0	90	39.03	155.85	133.18	61.86	57.91	12.27	48.15	49.79	2.76	18.03	0.84	0.032	14.62	4.60	0.31
102	340	0	90	46.72	164.34	141.38	64.82	59.50	12.54	49.11	55.73	3.15	17.68	0.84	0.035	16.07	5.06	0.31
102	330	0	90	41.24	163.80	139.53	65.90	62.36	13.20	49.82	51.62	2.83	18.25	0.84	0.033	12.72	4.59	0.36
102	320	0	90	44.35	155.30	131.32	69.85	64.79	13.74	50.36	40.14	2.88	13.93	0.83	0.030	10.71	3.56	0.33
102	310	0	90	39.38	148.91	124.78	69.96	65.47	13.90	49.90	33.54	2.94	11.40	0.82	0.027	7.75	2.83	0.37
102	300	0	90	45.36	156.89	132.58	70.99	66.22	14.09	49.76	40.91	2.91	14.07	0.83	0.030	9.98	3.10	0.31
102	290	0	90	40.19	158.35	133.72	69.46	65.82	14.02	49.40	43.13	3.00	14.39	0.83	0.031	8.53	3.16	0.37
102	280	0	90	37.24	157.00	132.89	68.21	64.33	13.73	48.79	43.87	2.81	15.64	0.83	0.030	10.19	3.35	0.33
102	270	0	90	44.11	161.41	137.90	66.46	62.08	13.29	48.35	50.98	2.87	17.76	0.84	0.033	11.02	3.67	0.33
102	260	0	90	37.40	155.84	132.69	63.91	60.63	13.05	47.35	47.86	2.51	19.08	0.84	0.031	10.95	3.49	0.32
102	250	0	90	38.53	148.34	126.67	63.19	57.91	12.49	46.24	44.19	2.67	16.55	0.84	0.030	10.22	3.24	0.32
102	240	0	90	40.79	149.98	128.65	61.50	56.67	12.28	45.47	47.84	2.65	18.07	0.84	0.031	11.03	3.23	0.29
102	230	0	90	40.37	146.64	124.69	62.05	58.32	12.70	45.46	42.86	2.73	15.69	0.83	0.029	10.07	2.93	0.29
102	220	0	90	38.10	154.33	131.30	66.14	61.38	13.40	46.72	46.24	2.48	18.67	0.84	0.029	10.37	3.05	0.29
102	210	0	90	43.65	157.85	134.10	68.36	64.15	14.03	47.56	46.15	2.76	16.71	0.83	0.031	9.95	3.11	0.31
112	210	0	90	37.13	150.70	127.95	66.13	61.77	13.47	46.42	42.51	2.61	16.26	0.83	0.029	8.39	2.88	0.34
112	220	0	90	31.13	144.26	121.70	61.78	59.19	12.89	45.40	39.67	2.31	17.14	0.83	0.026	10.57	2.80	0.26
112	230	0	90	36.49	141.69	119.82	60.21	57.32	12.38	44.98	39.39	2.62	15.02	0.83	0.027	10.20	2.85	0.28
112	240	0	90	38.73	139.38	118.71	59.23	54.84	11.77	44.36	40.19	2.58	15.58	0.83	0.027	10.19	3.08	0.30
112	250	0	90	34.90	139.79	118.98	60.82	55.75	11.95	44.91	39.12	2.54	15.40	0.84	0.026	10.70	3.17	0.30
112	260	0	90	36.90	149.65	126.82	61.65	58.92	12.61	46.35	44.38	2.51	17.67	0.84	0.028	12.47	3.64	0.29
112	270	0	90	40.75	155.37	132.44	68.30	62.39	13.35	47.54	45.44	2.52	18.04	0.83	0.031	11.75	3.70	0.32
112	280	0	90	35.33	153.92	130.16	67.34	63.01	13.46	47.96	42.95	2.53	16.97	0.84	0.029	11.38	3.47	0.30
112	290	0	90	40.05	154.99	131.05	68.18	64.11	13.65	48.71	42.17	2.82	14.95	0.83	0.029	9.10	3.34	0.37
112	300	0	90	37.58	148.61	124.73	69.57	64.89	13.77	49.22	34.50	2.81	12.28	0.82	0.027	8.68	2.81	0.32
112	310	0	90	38.37	147.27	123.83	67.96	63.26	13.41	49.17	34.84	2.82	12.35	0.82	0.027	9.08	2.98	0.33
112	320	0	90	39.82	156.04	132.04	65.09	61.93	13.10	49.14	44.97	2.79	16.09	0.84	0.030	10.90	3.88	0.36
112	330	0	90	41.36	155.32	132.19	63.52	59.44	12.56	48.21	47.66	2.91	16.37	0.84	0.031	12.73	4.31	0.34
112	340	0	90	42.04	155.13	133.12	59.92	55.96	11.83	47.10	52.07	2.84	18.33	0.84	0.033	14.59	4.64	0.32
112	350	0	90	42.22	149.17	127.89	59.91	55.29	11.74	46.37	47.52	2.99	15.87	0.84	0.031	13.87	4.24	0.31
112	360	0	90	34.33	142.60	121.32	58.10	54.67	11.59	46.64	41.29	2.86	14.42	0.84	0.028	11.27	3.64	0.32
112	370	0	90	35.57	142.86	121.01	62.42	57.75	12.36	48.00	37.12	2.75	13.51	0.83	0.027	9.56	3.29	0.34
112	380	0	90	37.27	144.56	121.37	66.41	61.72	13.31	49.66	33.17	2.93	11.32	0.82	0.026	8.49	2.91	0.34
112	390	0	90	39.60	145.31	121.98	66.96	62.71	13.57	49.98	32.62	3.12	10.46	0.82	0.026	7.60	2.84	0.37
112	400	0	90	36.27	147.97	124.88	66.03	61.69	13.38	49.66	36.62	3.20	11.43	0.82	0.028	9.37	3.27	0.35
112	410	0	90	35.09	154.33	130.82	66.19	62.12	13.56	49.36	42.85	2.65	16.17	0.84	0.029	11.74	3.84	0.33
112	420	0	90	36.38	155.34	131.57	64.34	61.22	13.41	48.77	45.35	2.77	16.40	0.84	0.030	12.30	4.07	0.33
112	430	0	90	40.66	151.16	128.41	62.45	59.25	12.99	47.28	44.63	2.86	15.60	0.84	0.030	11.68	3.97	0.34
112	440	0	90	32.97	141.38	120.15	58.76	55.08	12.05	45.60	40.69	2.76	14.76	0.83	0.027	10.20	3.41	0.33
112	450	0	90	30.60	134.33	114.26	55.05	51.79	11.28	44.12	38.42	2.61	14.74	0.83	0.026	8.94	2.92	0.33
112	460	0	90	36.81	130.44	111.35	54.92	50.60	10.95	43.53	36.30	2.73	13.32	0.83	0.026	7.90	2.60	0.33
112	470	0	90	35.66	133.53	113.47	55.15	52.07	11.29	43.88	37.58	2.68	14.03	0.83	0.025	7.36	2.49	0.34
122	470	0	90	37.57	149.53	128.62	56.66	53.48	11.55	44.65	51.40	2.65	19.42	0.85	0.030	9.86	2.98	0.30
122	460	0	90	36.96	143.50	123.30	57.97	53.31	11.55	44.85	45.35	2.91	15.60	0.84	0.029	8.47	2.92	0.35
122	450	0	90	36.45	146.27	125.00	60.48	56.01	12.22	46.03	44.23	2.67	16.58	0.84	0.029	11.14	3.17	0.28
122	440	0	90	38.73	154.07	131.54	64.42	59.69	13.07	48.07	46.31	3.00	15.44	0.84	0.031	11.00	3.71	0.34
122	430	0	90	37.69	158.68	134.92	67.02	62.63	13.73	49.89	46.16	2.85	16.21	0.84	0.031	12.63	4.08	0.32
122	420	0	90	42.81	159.36	134.97	69.01	64.78	14.20	51.11	43.47	3.07	14.15	0.83	0.032	11.41	4.06	0.36
122	410	0	90	34.71	156.88	132.07	68.90	65.31	14.31	51.43	40.14	2.80	14.32	0.83	0.028	11.38	3.75	0.33
122	400	0	90	44.90	155.92	131.82	71.81	66.08	14.38	51.98	37.87	3.34	11.34	0.82	0.031	9.36	3.61	0.39
122	390	0	90	34.86	152.13	127.45	70.13	65.82	14.28	52.11	34.21	2.88	11.89	0.82	0.026	9.71	3.13	0.32
122	380	0	90	38.86	150.56	126.90	68.61	63.76	13.70	51.70	35.10	3.15	11.13	0.82	0.028	9.34	3.09	0.33
122	370	0	90	38.42	152.11	128.55	63.68	60.66	12.93	50.50	40.95	2.93	13.97	0.83	0.029	11.70	3.66	0.31
122	360	0	90	39.35	152.14	130.08	64.38	58.45	12.40	49.25	44.44	2.91	15.27	0.84	0.031	11.62	4.07	0.35
122	350	0	90	42.04	151.98	129.35	60.92	57.46	12.11	48.45	46.08	2.86	16.12	0.84	0.030	13.02	4.47	0.34
122	340	0	90	38.67	156.32	133.78	62.05	57.63	12.13	48.74	49.95	2.99	16.71	0.84	0.032	13.59	4.83	0.36
122	330	0	90	43.53	159.03	135.40	63.48	60.00	12.64	49.19	49.84	3.01	16.56	0.84	0.032	14.11	4.59	0.33
122	320	0	90	45.01	158.32	134.57	66.88	62.39	13.14	49.97	45.96	3.30	13.91	0.84	0.031	10.76	4.14	0.39
122	310	0	90	41.13	152.48	128.25	67.21	63.93	13.50	49.94	38.61	2.84	13.59	0.83	0.028	11.31	3.46	0.31
122	300	0	90	36.65	148.60	124.52	66.42	63.26	13.39	49.19	36.15	2.80	12.91	0.83	0.026	10.20	3.14	0.31
122	290	0	90	40.28	152.82	129.06	67.71	63.22	13.37	48.99	40.61	2.79	14.55	0.83	0.029	9.44	3.39	0.36
122	280	0	90	37.25	157.84	133.89	65.23	62.03	13.18	48.16	47.66	2.65	17.99	0.84	0.030	12.52	3.93	0.31
122	270	0	90	41.66	156.45	133.49	63.84	59.97	12.78	47.03	49.45	2.64	18.72	0.84	0.031	11.99	4.08	0.34
122	260	0	90	38.45	151.16	129.12	61.54	57.51	12.26	45.82	47.82	2.69	17.78	0.84	0.031	12.25	3.98	0.32
122	250	0	90	39.05	146.39	125.00	60.78	56.49	12.07	45.12	44.78	2.64	16.93	0.84	0.030	11.33	3.71	0.33
122	240	0	90	40.89	142.29	121.34	60.93	56.17	12.05	44.50	41.62	2.84	14.64	0.84	0.028	10.19	3.18	0.31
122	230	0	90	32.30	143.35	121.31	60.01	57.35	12.42	44.56	41.44	2.50	16.59	0.84	0.027	10.51	2.92	0.28
122	220	0	90	36.92	149.43	127.09	64.35	60.02	13.07	45.43	43.98	2.44	18.01	0.84	0.029	11.06	3.02	0.27
122	210	0	90	38.94	160.53	136.96	67.88	63.37	13.85	46.42	50.74	2.37	21.39	0.84	0.031	11.93	3.44	0.29
132	210	0	90	40.34	164.90	140.63	70.49	65.39	14.27	47.46	52.05	2.54	20.49	0.84	0.032	10.55	3.27	0.31
132	220	0	90	42.11	160.78	137.24	67.42	62.93	13.69	46.68	51.16	2.60	19.66	0.84	0.032	11.27	3.38	0.30
132	230	0	90	40.40	154.56	132.23	64.86	59.86	12.92	46.03	48.67	2.69	18.12	0.84	0.031	11.08	3.35	0.30
132	240	0	90	39.63	150.08	127.94	62.75	58.45	12.55	46.02	45.60	2.76	16.54	0.84	0.030	10.68	3.44	0.32
132	250	0	90	32.74	150.99	127.83	62.46	59.85	12.84	46.41	44.73	2.63	17.03	0.84	0.028	12.95	3.82	0.30
132	260	0	90	38.95	157.31	133.49	63.13	60.81	12.98	47.73	48.76	2.68	18.18	0.84	0.031	13.47	4.40	0.33
132	270	0	90	38.09	162.19	138.05	65.77	62.41	13.27	49.18	50.61	2.83	17.87	0.84	0.033	13.10	4.48	0.34
132	280	0	90	42.65	167.44	142.62	69.82	65.01	13.77	50.64	51.78	3.16	16.37	0.84	0.033	13.37	4.60	0.34
132	290	0	90	44.49	163.41	138.79	71.62	66.10	13.97	51.58	45.74	3.35	13.66	0.83	0.032	11.50	4.07	0.35
132	300	0	90	44.36	160.26	135.33	71.61	66.53	14.04	52.35	41.38	3.14	13.16	0.83	0.030	10.37	3.86	0.37
132	310	0	90	40.70	161.73	135.73	70.46	67.24	14.18	52.88	41.61	2.97	14.02	0.83	0.030	11.31	3.89	0.34
132	320	0	90	43.93	164.41	139.26	69.92	65.59	13.80	52.62	46.21	3.17	14.56	0.83	0.032	10.99	4.36	0.40
132	330	0	90	42.13	167.72	143.14	67.05	62.94	13.23	51.78	53.01	3.02	17.56	0.84	0.034	13.87	5.18	0.37
132	340	0	90	41.51	172.62	147.60	65.55	62.32	13.10	51.90	58.40	3.15	18.56	0.85	0.036	15.25	5.75	0.38
132	350	0	90	44.01	173.57	148.65	67.64	63.39	13.34	52.53	57.64	3.15	18.31	0.84	0.037	15.81	5.68	0.36
132	360	0	90	43.21	168.98	143.88	68.71	64.40	13.63	52.71	51.87	3.22	16.13	0.84	0.034	13.75	4.98	0.36
132	370	0	90	36.18	165.81	140.30	69.71	65.94	14.07	53.58	46.30	2.89	16.03	0.84	0.031	12.58	4.29	0.34
132	380	0	90	39.24	161.05	134.82	72.75	68.86	14.82	54.50	37.69	3.22	11.70	0.82	0.029	10.23	3.51	0.34
132	390	0	90	44.76	161.93	136.36	74.82	69.30	14.99	54.38	38.26	3.40	11.27	0.82	0.030	9.94	3.72	0.37
132	400	0	90	38.01	163.80	137.63	73.28	69.21	15.06	54.16	40.42	3.00	13.49	0.83	0.030	10.23	3.71	0.36
132	410	0	90	42.28	169.44	142.86	73.67	69.76	15.23	54.49	45.19	3.04	14.85	0.83	0.032	12.91	4.36	0.34
132	420	0	90	45.97	171.25	145.28	74.21	69.04	15.13	54.01	48.20	3.25	14.84	0.83	0.034	11.64	4.60	0.40
132	430	0	90	42.15	170.94	145.57	71.03	66.68	14.64	52.80	51.47	2.95	17.45	0.84	0.034	12.26	4.45	0.36
132	440	0	90	36.40	166.50	142.02	66.89	63.18	13.84	50.89	52.43	2.95	17.75	0.84	0.033	12.50	4.10	0.33
132	450	0	90	40.36	160.11	136.79	64.23	60.61	13.21	49.38	50.12	3.09	16.24	0.84	0.032	9.74	3.44	0.35
132	460	0	90	39.57	165.99	143.31	63.22	58.74	12.74	47.89	59.35	2.78	21.33	0.85	0.034	10.25	3.49	0.34
132	470	0	90	36.90	162.60	140.33	60.65	57.17	12.32	46.88	58.55	2.75	21.26	0.85	0.033	8.56	2.94	0.34
142	470	0	90	43.36	173.51	149.71	67.16	62.15	13.37	50.47	60.89	3.23	18.83	0.84	0.036	8.68	3.23	0.37
142	460	0	90	46.86	170.05	145.77	69.81	64.98	14.10	51.94	53.13	3.51	15.12	0.84	0.035	8.40	3.31	0.39
142	450	0	90	45.85	173.55	148.09	70.56	66.61	14.54	53.24	53.71	3.11	17.26	0.84	0.035	9.84	3.70	0.38
142	440	0	90	47.94	178.61	152.51	74.10	68.95	15.19	54.89	54.76	3.21	17.08	0.84	0.037	12.98	4.43	0.34
142	430	0	90	40.49	180.73	152.73	75.05	72.41	16.00	56.46	51.86	3.12	16.63	0.84	0.034	12.43	4.64	0.37
142	420	0	90	46.24	188.20	159.95	80.19	74.60	16.43	58.05	55.55	3.59	15.49	0.84	0.037	12.98	5.22	0.40
142	410	0	90	46.74	190.99	161.92	80.58	76.27	16.73	59.15	55.58	3.36	16.54	0.84	0.038	13.04	5.34	0.41
142	400	0	90	46.15	183.55	154.80	80.91	75.99	16.58	59.45	48.11	3.36	14.33	0.83	0.035	11.53	4.65	0.40
142	390	0	90	43.25	183.45	154.39	80.45	75.99	16.48	59.57	47.89	3.07	15.62	0.83	0.034	11.76	4.84	0.41
142	380	0	90	45.38	182.17	153.16	80.64	76.24	16.43	59.08	46.85	3.36	13.95	0.83	0.034	12.10	4.65	0.38
142	370	0	90	46.31	185.51	157.14	79.57	74.61	15.97	58.88	52.02	3.57	14.56	0.83	0.036	11.34	5.06	0.45
142	360	0	90	48.91	186.73	159.16	76.99	71.79	15.20	57.92	57.02	3.44	16.58	0.84	0.038	14.03	5.73	0.41
142	350	0	90	50.15	189.59	162.55	75.84	70.04	14.70	56.85	62.70	3.48	18.04	0.84	0.040	15.68	6.47	0.41
142	340	0	90	49.93	186.43	159.68	74.12	68.85	14.38	56.36	61.23	3.83	15.99	0.84	0.040	15.17	6.65	0.44
142	330	0	90	47.77	184.07	157.03	74.09	69.31	14.48	56.22	58.54	3.64	16.07	0.84	0.038	15.54	6.42	0.41
142	320	0	90	43.83	177.03	149.95	76.33	70.93	14.88	56.58	49.51	3.56	13.93	0.83	0.035	12.56	5.16	0.41
142	310	0	90	46.35	176.92	149.13	78.03	73.25	15.42	57.19	46.48	3.50	13.28	0.83	0.034	11.22	4.62	0.41
142	300	0	90	45.90	180.00	152.29	77.45	72.87	15.39	56.73	50.41	3.45	14.61	0.84	0.035	12.33	4.97	0.40
142	290	0	90	47.53	181.15	154.12	76.97	71.42	15.11	55.64	54.08	3.35	16.16	0.84	0.037	12.96	5.06	0.39
142	280	0	90	47.48	181.01	154.24	74.47	69.67	14.79	54.28	57.06	3.35	17.04	0.84	0.037	13.51	5.29	0.39
142	270	0	90	45.06	176.64	150.62	71.67	67.60	14.41	52.50	56.54	3.15	17.92	0.84	0.036	14.68	5.03	0.34
142	260	0	90	38.55	163.24	138.68	69.25	64.87	13.84	50.54	47.83	2.94	16.28	0.84	0.032	12.78	4.23	0.33
142	250	0	90	39.06	157.82	133.83	66.96	62.89	13.50	48.94	45.98	2.82	16.31	0.84	0.030	11.76	3.96	0.34
142	240	0	90	40.51	162.38	138.85	67.81	62.64	13.50	48.27	51.48	2.76	18.68	0.84	0.032	11.08	3.67	0.33
142	230	0	90	43.99	161.38	137.75	68.87	63.71	13.77	48.27	49.40	2.72	18.15	0.84	0.032	9.48	3.33	0.35
142	220	0	90	40.20	167.23	142.27	70.92	66.83	14.48	48.71	51.69	2.69	19.22	0.84	0.032	9.94	3.18	0.32
142	210	0	90	44.55	177.18	151.65	72.01	68.17	14.79	49.30	59.71	2.78	21.50	0.84	0.036	10.47	3.46	0.33
152	210	0	90	50.19	190.74	164.11	76.62	71.15	15.41	51.61	67.98	2.83	24.06	0.85	0.040	11.62	4.03	0.35
152	220	0	90	45.76	179.46	153.10	73.89	70.11	15.16	51.19	58.16	2.95	19.71	0.84	0.036	10.07	3.62	0.36
152	230	0	90	43.80	170.49	145.41	72.64	67.84	14.65	50.97	51.69	2.96	17.46	0.84	0.033	9.80	3.41	0.35
152	240	0	90	44.00	171.22	145.74	71.81	67.35	14.52	51.43	52.44	3.04	17.28	0.84	0.034	10.39	3.70	0.36
152	250	0	90	40.12	167.12	141.16	70.93	67.77	14.57	52.66	46.69	2.95	15.83	0.84	0.031	11.51	3.95	0.34
152	260	0	90	44.07	179.71	152.93	75.21	70.48	15.05	55.05	54.19	3.16	17.16	0.84	0.036	13.32	4.79	0.36
152	270	0	90	42.69	188.52	159.76	76.92	73.68	15.70	57.31	57.54	3.26	17.64	0.84	0.037	12.83	5.08	0.40
152	280	0	90	49.26	199.61	169.80	81.58	77.01	16.33	59.63	62.97	3.42	18.39	0.84	0.040	13.25	5.88	0.44
152	290	0	90	51.31	203.55	173.67	83.64	77.83	16.39	60.96	64.75	3.91	16.54	0.84	0.042	13.71	6.06	0.44
152	300	0	90	52.61	203.40	173.14	87.19	80.49	16.88	62.50	60.40	3.84	15.75	0.84	0.041	12.87	5.93	0.46
152	310	0	90	51.47	195.54	165.05	86.86	81.17	16.97	62.52	51.84	3.95	13.14	0.83	0.038	11.39	5.27	0.46
152	320	0	90	50.84	195.14	165.14	83.97	78.70	16.37	62.23	54.22	3.77	14.39	0.83	0.039	12.92	5.77	0.45
152	330	0	90	53.35	198.95	168.79	81.44	77.31	16.07	61.65	59.99	3.63	16.51	0.84	0.041	15.09	6.67	0.44
152	340	0	90	52.41	199.53	169.86	82.17	76.75	15.98	61.42	61.36	3.87	15.87	0.84	0.041	14.78	6.83	0.46
152	350	0	90	51.86	203.66	173.51	84.14	78.51	16.41	62.16	62.99	4.02	15.67	0.84	0.043	14.06	6.67	0.47
152	360	0	90	53.68	207.18	176.75	87.56	80.73	17.06	63.48	62.97	4.03	15.61	0.84	0.043	14.11	6.47	0.46
152	370	0	90	51.80	201.47	170.40	88.00	82.42	17.59	64.31	54.74	3.87	14.13	0.83	0.039	11.76	5.39	0.46
152	380	0	90	50.92	204.87	173.35	89.11	83.41	17.95	64.44	57.01	3.99	14.29	0.83	0.040	12.83	5.53	0.43
152	390	0	90	50.64	205.03	172.99	90.20	84.87	18.39	64.76	55.40	3.61	15.35	0.83	0.039	12.68	5.27	0.42
152	400	0	90	50.89	201.12	170.11	88.92	83.40	18.16	64.33	53.39	4.07	13.11	0.83	0.039	11.87	5.30	0.45
152	410	0	90	54.73	204.99	174.06	87.90	82.23	18.02	63.27	59.49	3.82	15.57	0.83	0.042	14.12	5.92	0.42
152	420	0	90	46.95	199.21	168.94	83.79	79.06	17.37	61.64	58.51	3.62	16.15	0.84	0.038	11.76	5.15	0.44
152	430	0	90	42.37	185.84	157.06	79.11	74.85	16.47	59.32	51.67	3.43	15.08	0.84	0.035	11.65	4.59	0.39
152	440	0	90	46.56	185.86	158.10	77.96	73.08	16.06	58.33	54.46	3.56	15.28	0.84	0.036	10.91	4.20	0.39
152	450	0	90	46.89	184.17	156.90	77.85	72.50	15.89	57.69	53.99	3.38	15.96	0.83	0.036	9.42	3.65	0.39
152	460	0	90	45.48	182.09	155.20	75.11	70.57	15.37	56.34	55.19	3.30	16.71	0.84	0.035	8.62	3.45	0.40
152	470	0	90	41.36	180.69	154.40	73.22	68.81	14.92	55.00	56.88	3.00	18.96	0.84	0.035	9.22	3.36	0.36
162	470	0	90	48.53	190.01	161.69	82.35	76.42	16.58	60.09	53.50	3.60	14.85	0.83	0.037	8.08	3.42	0.42
162	460	0	90	49.55	194.69	165.50	83.56	77.93	17.01	61.36	55.39	3.81	14.55	0.83	0.037	8.50	3.61	0.42
162	450	0	90	46.33	191.19	161.72	83.08	78.22	17.16	62.05	50.92	3.75	13.57	0.83	0.035	8.76	3.57	0.41
162	440	0	90	46.84	190.58	161.16	83.62	78.41	17.21	62.79	49.38	3.66	13.48	0.83	0.036	8.66	3.84	0.44
162	430	0	90	50.73	201.28	170.69	85.54	80.54	17.69	64.11	56.63	3.70	15.31	0.83	0.039	10.08	4.48	0.44
162	420	0	90	49.77	206.73	174.76	88.76	84.17	18.46	65.70	56.86	3.76	15.11	0.83	0.040	11.00	4.99	0.45
162	410	0	90	57.64	212.78	180.30	94.23	87.50	19.14	67.29	57.99	4.29	13.52	0.83	0.042	12.62	5.65	0.45
162	400	0	90	56.74	218.47	184.85	95.04	89.20	19.34	68.81	60.47	4.05	14.92	0.83	0.043	11.32	5.61	0.50
162	390	0	90	63.77	219.11	185.54	98.21	91.15	19.70	69.44	58.52	4.46	13.11	0.83	0.044	10.52	5.62	0.53
162	380	0	90	65.55	223.12	189.38	98.98	91.17	19.62	69.46	62.49	4.44	14.06	0.83	0.045	12.04	6.06	0.50
162	370	0	90	55.27	219.60	185.43	96.38	90.60	19.32	69.64	59.36	4.17	14.22	0.83	0.043	10.78	5.79	0.54
162	360	0	90	56.29	220.86	187.30	94.00	88.01	18.53	68.50	64.35	4.16	15.46	0.84	0.045	13.22	6.61	0.50
162	350	0	90	56.24	217.31	184.28	91.38	85.85	17.91	67.02	64.44	4.09	15.75	0.84	0.044	14.37	6.88	0.48
162	340	0	90	59.93	212.83	180.39	91.92	85.65	17.78	66.87	60.30	4.33	13.93	0.84	0.042	13.20	6.35	0.48
162	330	0	90	56.02	212.13	178.80	92.48	87.09	18.05	67.40	57.65	3.92	14.69	0.83	0.041	13.55	6.24	0.46
162	320	0	90	52.02	209.02	175.89	92.41	86.90	18.04	67.48	54.64	3.99	13.70	0.83	0.039	11.67	5.62	0.48
162	310	0	90	52.81	211.59	178.18	93.45	87.92	18.35	67.63	56.04	4.06	13.79	0.83	0.040	12.69	5.74	0.45
162	300	0	90	58.99	217.06	183.79	94.79	88.45	18.54	67.67	60.95	4.21	14.46	0.83	0.043	13.48	6.15	0.46
162	290	0	90	57.46	216.50	184.33	93.12	86.15	18.13	66.30	64.05	3.90	16.44	0.84	0.044	13.48	6.12	0.45
162	280	0	90	55.26	218.82	186.52	90.04	84.54	17.97	64.50	69.77	3.85	18.14	0.84	0.045	13.80	6.42	0.47
162	270	0	90	51.77	204.13	173.83	88.15	81.36	17.39	61.99	60.78	3.59	16.92	0.84	0.041	12.94	5.34	0.41
162	260	0	90	46.19	191.20	162.09	84.92	78.55	16.87	59.53	53.12	3.30	16.11	0.83	0.037	11.83	4.43	0.37
162	250	0	90	46.95	179.07	151.08	79.74	74.94	16.17	56.66	47.46	3.21	14.80	0.83	0.034	10.39	3.85	0.37
162	240	0	90	44.89	173.29	146.09	76.76	72.72	15.74	54.66	45.91	3.31	13.87	0.83	0.032	9.69	3.43	0.35
162	230	0	90	44.07	176.33	149.09	78.84	73.76	15.98	54.69	47.88	3.22	14.89	0.83	0.033	8.94	3.29	0.37
162	220	0	90	50.55	188.04	160.70	81.96	75.17	16.27	54.78	58.09	3.00	19.38	0.84	0.037	10.88	3.60	0.33
162	210	0	90	49.60	198.56	169.80	80.60	76.48	16.56	54.79	67.29	3.10	21.68	0.84	0.040	11.80	4.08	0.35
172	210	0	90	48.58	196.92	166.81	87.52	81.84	17.74	58.22	56.86	3.08	18.44	0.84	0.038	10.08	3.72	0.37
172	220	0	90	54.12	190.17	160.75	88.09	81.65	17.72	58.60	49.92	3.39	14.75	0.83	0.036	8.29	3.32	0.40
172	230	0	90	45.50	182.61	152.87	85.69	80.93	17.59	58.51	43.17	3.24	13.32	0.82	0.033	7.83	3.21	0.41
172	240	0	90	45.56	175.39	146.98	83.67	78.12	16.98	58.10	39.17	3.29	11.92	0.82	0.031	7.71	3.03	0.39
172	250	0	90	48.20	183.35	154.26	84.59	79.24	17.11	60.16	43.95	3.66	12.02	0.82	0.034	9.08	3.67	0.40
172	260	0	90	52.38	195.87	164.56	90.39	84.71	18.21	63.84	47.32	3.78	12.52	0.82	0.036	9.30	4.16	0.45
172	270	0	90	50.08	212.16	178.98	93.65	88.35	18.91	66.38	57.42	3.71	15.47	0.83	0.040	11.30	5.19	0.46
172	280	0	90	59.85	225.30	191.13	98.10	91.52	19.46	69.09	64.70	4.35	14.87	0.83	0.046	13.29	6.31	0.48
172	290	0	90	58.55	226.16	190.18	99.83	94.81	20.03	71.45	59.90	4.06	14.77	0.83	0.043	12.40	5.78	0.47
172	300	0	90	60.41	232.13	195.97	106.15	98.17	20.59	73.72	60.24	4.01	15.03	0.83	0.044	12.34	5.90	0.48
172	310	0	90	62.98	228.97	192.14	104.20	98.24	20.49	74.12	56.61	4.51	12.55	0.83	0.042	10.99	5.73	0.52
172	320	0	90	63.08	224.85	189.22	104.22	96.59	20.08	73.54	54.72	4.29	12.76	0.83	0.042	10.29	5.48	0.53
172	330	0	90	66.51	226.69	191.13	102.11	95.67	19.82	72.83	58.19	4.86	11.97	0.83	0.044	11.73	6.34	0.54
172	340	0	90	65.21	225.33	190.51	99.60	93.53	19.41	72.17	59.62	4.28	13.92	0.83	0.044	12.72	6.25	0.49
172	350	0	90	56.33	226.26	190.30	99.51	94.36	19.72	72.31	59.59	3.99	14.93	0.83	0.044	12.39	6.36	0.51
172	360	0	90	64.82	230.99	194.78	103.60	96.77	20.39	73.45	60.77	3.93	15.46	0.83	0.044	14.70	6.47	0.44
172	370	0	90	61.53	233.77	196.97	102.15	96.64	20.56	74.17	62.95	4.52	13.93	0.83	0.045	11.12	6.04	0.54
172	380	0	90	53.68	235.66	198.97	103.56	97.48	20.93	73.95	64.23	4.41	14.57	0.83	0.045	10.76	6.08	0.57
172	390	0	90	62.87	238.82	201.47	103.11	98.60	21.28	74.40	65.81	4.89	13.46	0.83	0.046	11.85	6.09	0.51
